City	Country	Latitude	Longitude	Year	population
Norte/Nordeste Catarinense	Brazil	-26.32	-48.84	1950	60001.2406407
Pôrto Alegre	Brazil	-30.04	-51.2	1950	490001.352324
Recife	Brazil	-8.08	-34.91	1950	660001.936627
Rio de Janeiro	Brazil	-22.72	-43.45	1950	2950001.66671
Salvador	Brazil	-12.99	-38.48	1950	400001.350578
São Paulo	Brazil	-23.58	-46.62	1950	2330001.51056
Teresina	Brazil	-5.1	-42.8	1950	50001.2512837
Dimashq	Syrian Arab Republic	33.49	36.29	1950	370001.930975
Halab	Syrian Arab Republic	36.21	37.15	1950	320001.18592
Hims	Syrian Arab Republic	34.73	36.71	1950	100001.095414
Krung Thep	Thailand	13.75	100.51	1950	1360001.79151
Lomé	Togo	6.1	1.2	1950	30001.3407738
Dubayy	United Arab Emirates	25.27	55.32	1950	20001.9184817
Adana	Turkey	37.0	35.32	1950	140001.700487
Ankara	Turkey	39.92	32.85	1950	280001.719192
Antalya	Turkey	36.89	30.7	1950	30001.7095912
Bursa	Turkey	40.19	29.07	1950	150001.107075
Gaziantep	Turkey	37.04	37.3	1950	100001.559325
Istanbul	Turkey	41.06	29.0	1950	970001.36442
Izmir	Turkey	38.43	27.14	1950	220001.320858
Konya	Turkey	37.87	32.48	1950	100001.382078
Kampala	Uganda	0.32	32.57	1950	100001.817708
Dnipropetrovs'k	Ukraine	48.42	35.13	1950	540001.273329
Donets'k	Ukraine	48.04	37.73	1950	580001.749276
Kharkiv	Ukraine	49.98	36.2	1950	760001.998223
Kyiv	Ukraine	50.44	30.5	1950	820001.173174
Odesa	Ukraine	46.46	30.73	1950	530001.986519
Zaporizhzhya	Ukraine	47.85	35.15	1950	320001.890714
Al-Iskandariyah	Egypt	31.2	29.9	1950	1040001.32633
Al-Qahirah	Egypt	30.07	31.25	1950	2490001.21795
Birmingham	United Kingdom	52.49	-1.86	1950	2230001.97442
Glasgow	United Kingdom	55.86	-4.26	1950	1760001.86445
Liverpool	United Kingdom	53.42	-2.97	1950	1380001.52776
London	United Kingdom	51.48	-0.17	1950	8360001.11704
Manchester	United Kingdom	53.47	-2.26	1950	2420001.69781
Newcastle upon Tyne	United Kingdom	54.96	-1.6	1950	910001.105616
West Yorkshire	United Kingdom	53.79	-1.54	1950	1690001.02439
Dar es Salaam	United Republic of Tanzania	-6.81	39.25	1950	70001.6477185
Atlanta	United States of America	33.79	-84.34	1950	510001.301576
Austin	United States of America	30.27	-97.73	1950	140001.604805
Baltimore	United States of America	39.32	-76.61	1950	1170001.70864
Boston	United States of America	42.37	-71.1	1950	2550001.82053
Bridgeport-Stamford	United States of America	41.18	-73.19	1950	420001.817139
Buffalo	United States of America	42.89	-78.84	1950	900001.44773
Charlotte	United States of America	35.2	-80.83	1950	140001.169534
Chicago	United States of America	41.82	-87.64	1950	5000001.37809
Cincinnati	United States of America	39.14	-84.47	1950	880001.974339
Cleveland	United States of America	41.39	-81.72	1950	1390001.46741
Columbus, Ohio	United States of America	40.04	-82.99	1950	440001.419602
Dallas-Fort Worth	United States of America	32.76	-96.66	1950	870001.297244
Dayton	United States of America	39.75	-84.19	1950	350001.045974
Denver-Aurora	United States of America	39.57	-105.07	1950	500001.04766
Detroit	United States of America	42.39	-83.07	1950	2770001.62613
El Paso	United States of America	31.77	-106.45	1950	140001.030394
Hartford	United States of America	41.76	-72.7	1950	420001.547622
Honolulu	United States of America	21.32	-157.86	1950	250001.03132
Houston	United States of America	29.77	-95.4	1950	710001.751498
Indianapolis	United States of America	39.81	-86.13	1950	500001.202147
Jacksonville, Florida	United States of America	30.33	-81.65	1950	250001.299659
Kansas City	United States of America	38.99	-94.62	1950	700001.497727
Las Vegas	United States of America	36.17	-115.13	1950	40001.8614354
Los Angeles-Long Beach-Santa Ana	United States of America	34.0	-118.25	1950	4050001.96532
Louisville	United States of America	38.25	-85.76	1950	480001.650504
Memphis	United States of America	35.11	-90.0	1950	410001.610734
Miami	United States of America	25.83	-80.27	1950	620001.820354
Milwaukee	United States of America	43.06	-87.99	1950	840001.706565
Minneapolis-St. Paul	United States of America	44.92	-93.3	1950	1000001.02376
Nashville-Davidson	United States of America	36.14	-86.81	1950	260001.317225
New Orleans	United States of America	29.95	-90.09	1950	660001.47942
New York-Newark	United States of America	40.7	-73.9	1950	12340001.085
Oklahoma City	United States of America	35.48	-97.53	1950	280001.133276
Orlando	United States of America	28.54	-81.37	1950	80001.6844678
Philadelphia	United States of America	39.92	-75.21	1950	3130001.00784
Phoenix-Mesa	United States of America	33.5	-112.11	1950	220001.997277
Pittsburgh	United States of America	40.49	-79.99	1950	1540001.16779
Portland	United States of America	45.44	-122.64	1950	520001.708201
Providence	United States of America	41.81	-71.42	1950	700001.049569
Richmond	United States of America	37.56	-77.47	1950	260001.559185
Riverside-San Bernardino	United States of America	34.12	-117.29	1950	140001.236115
Rochester	United States of America	43.21	-77.63	1950	410001.724073
Sacramento	United States of America	38.56	-121.42	1950	220001.418359
Salt Lake City	United States of America	40.69	-111.89	1950	230001.705195
San Antonio	United States of America	29.42	-98.52	1950	450001.62089
San Diego	United States of America	32.76	-117.12	1950	440001.517595
San Francisco-Oakland	United States of America	37.79	-122.38	1950	1860001.25071
San Jose	United States of America	37.3	-121.84	1950	180001.059539
Seattle	United States of America	47.58	-122.31	1950	800001.195168
St. Louis	United States of America	38.63	-90.34	1950	1410001.78976
Tampa-St. Petersburg	United States of America	27.99	-82.59	1950	300001.54766
Tucson	United States of America	32.22	-110.92	1950	80001.7087029
Virginia Beach	United States of America	36.83	-76.08	1950	390001.559916
Washington, D.C.	United States of America	38.89	-76.95	1950	1300001.9759
Ouagadougou	Burkina Faso	12.48	-1.67	1950	30001.3251423
Montevideo	Uruguay	-34.92	-56.16	1950	1210001.12325
Tashkent	Uzbekistan	41.24	69.34	1950	760001.494678
Barquisimeto	Venezuela (Bolivarian Republic of)	10.06	-69.33	1950	130001.079231
Caracas	Venezuela (Bolivarian Republic of)	10.49	-66.89	1950	690001.637667
Maracaibo	Venezuela (Bolivarian Republic of)	10.64	-71.63	1950	280001.228336
Maracay	Venezuela (Bolivarian Republic of)	10.24	-67.59	1950	60001.2905768
Valencia	Venezuela (Bolivarian Republic of)	10.17	-68.0	1950	130001.119898
Al-Hudaydah	Yemen	14.79	42.94	1950	30001.1924586
Sana'a'	Yemen	15.36	44.2	1950	50001.5153604
Ta'izz	Yemen	13.57	44.01	1950	20001.3704714
Lusaka	Zambia	-15.42	28.17	1950	30001.8978958
Sofia	Bulgaria	42.7	23.33	1955	620001.515735
Mandalay	Myanmar	21.97	96.08	1955	200001.916418
Nay Pyi Taw	Myanmar	19.75	96.1	1955	1.18070513134
Yangon	Myanmar	16.87	96.12	1955	1440001.00126
Minsk	Belarus	53.89	27.57	1955	410001.100315
Phnum Pénh	Cambodia	11.56	104.91	1955	380001.452698
El Djazaïr	Algeria	36.78	3.05	1955	620001.045511
Wahran	Algeria	35.74	-0.52	1955	290001.757968
Douala	Cameroon	4.13	9.7	1955	120001.104158
Yaoundé	Cameroon	3.86	11.51	1955	50001.2926311
Calgary	Canada	51.03	-114.04	1955	190001.734393
Edmonton	Canada	53.55	-113.5	1955	230001.809733
Montréal	Canada	45.54	-73.65	1955	1650001.25205
Ottawa-Gatineau	Canada	45.37	-75.65	1955	340001.351586
Toronto	Canada	43.72	-79.41	1955	1360001.58373
Vancouver	Canada	49.27	-122.96	1955	590001.178067
N'Djaména	Chad	12.1	15.24	1955	40001.0113191
Santiago	Chile	-33.43	-70.65	1955	1620001.59636
Valparaíso	Chile	-33.02	-71.55	1955	380001.313331
Anshan, Liaoning	China	41.11	122.97	1955	600001.088711
Anshun	China	26.25	105.93	1955	210001.057813
Anyang	China	36.1	114.33	1955	140001.831269
Baoding	China	38.85	115.48	1955	210001.303063
Baotou	China	40.65	109.8	1955	590001.314542
Beijing	China	39.9	116.38	1955	4630001.45107
Bengbu	China	32.93	117.35	1955	270001.389981
Benxi	China	41.3	123.77	1955	470001.41851
Changchun	China	43.88	125.31	1955	920001.377751
Changde	China	29.03	111.68	1955	350001.99054
Changsha, Hunan	China	28.09	113.0	1955	670001.199863
Changzhou, Jiangsu	China	31.78	119.97	1955	140001.691795
Chengdu	China	30.67	104.07	1955	920001.530651
Chifeng	China	42.27	118.95	1955	160001.384707
Chongqing	China	29.54	106.52	1955	1840001.66836
Dalian	China	39.03	121.59	1955	850001.646827
Dandong	China	40.11	124.38	1955	270001.171123
Daqing	China	46.58	125.0	1955	310001.95733
Datong, Shanxi	China	40.06	113.28	1955	660001.823216
Dongguan, Guangdong	China	23.03	113.71	1955	450001.085231
Foshan	China	23.03	113.71	1955	110001.696797
Fushun, Liaoning	China	41.85	123.9	1955	730001.94826
Fuxin	China	42.01	121.65	1955	200001.482943
Fuyang	China	30.05	119.94	1955	60001.162664
Fuzhou, Fujian	China	26.07	119.3	1955	600001.191419
Guangzhou, Guangdong	China	23.09	113.29	1955	1680001.585
Guilin	China	25.27	110.29	1955	180001.751274
Guiyang	China	26.57	106.7	1955	750001.376264
Haerbin	China	45.75	126.62	1955	1280001.15735
Handan	China	36.6	114.48	1955	440001.309713
Hangzhou	China	30.25	120.16	1955	740001.62406
Hefei	China	31.86	117.27	1955	310001.607376
Hengyang	China	26.9	112.6	1955	200001.060882
Heze	China	35.23	115.43	1955	440001.729862
Hohhot	China	40.81	111.64	1955	360001.274588
Huai'an	China	33.5	119.13	1955	860001.078263
Huaibei	China	34.15	116.65	1955	230001.200312
Huainan	China	32.61	116.98	1955	560001.09603
Huzhou	China	30.86	120.1	1955	710001.610238
Jiamusi	China	46.83	130.35	1955	250001.38267
Jiaozuo	China	35.24	113.22	1955	240001.404303
Jiaxing	China	30.76	120.75	1955	480001.670008
Jilin	China	43.85	126.56	1955	460001.591372
Jinan, Shandong	China	36.65	116.96	1955	740001.234416
Jining, Shandong	China	35.4	116.56	1955	290001.329272
Jinxi, Liaoning	China	41.11	122.05	1955	270001.208004
Jinzhou	China	41.1	121.13	1955	370001.797008
Jixi, Heilongjiang	China	45.3	130.96	1955	220001.602141
Kaifeng	China	34.79	114.34	1955	380001.412252
Kaohsiung	China	22.6	120.28	1955	340001.774877
Kunming	China	25.05	102.7	1955	740001.648042
Langfang	China	39.51	116.7	1955	70001.2564569
Lanzhou	China	36.11	103.59	1955	430001.138434
Leshan	China	29.58	103.75	1955	650001.499408
Lianyungang	China	41.26	119.16	1955	140001.678786
Liaoyang	China	41.26	123.17	1955	140001.449013
Linfen	China	36.08	111.51	1955	120001.982274
Linyi, Shandong	China	35.05	118.31	1955	490001.335739
Liuan	China	31.73	116.46	1955	910001.229056
Liupanshui	China	26.59	104.83	1955	440001.282267
Liuzhou	China	24.31	109.38	1955	170001.766378
Luoyang	China	34.67	112.36	1955	450001.510447
Luzhou	China	28.88	105.43	1955	110001.839622
Mianyang, Sichuan	China	31.46	104.75	1955	520001.224844
Mudanjiang	China	44.58	129.59	1955	240001.424437
Nanchang	China	28.67	115.88	1955	440001.309604
Nanchong	China	28.68	115.88	1955	120001.889091
Nanjing, Jiangsu	China	32.04	118.76	1955	1180001.05977
Nanning	China	22.83	108.29	1955	220001.837338
Nantong	China	32.0	120.83	1955	210001.777813
Nanyang, Henan	China	33.0	112.53	1955	90001.0836898
Neijiang	China	29.58	105.06	1955	150001.027791
Ningbo	China	29.86	121.55	1955	530001.23846
Pingdingshan, Henan	China	33.73	113.3	1955	190001.168329
Pingxiang, Jiangxi	China	27.63	113.85	1955	190001.3722
Qingdao	China	36.14	120.43	1955	930001.247926
Qinhuangdao	China	39.93	119.6	1955	170001.52019
Qiqihaer	China	47.34	123.96	1955	780001.982157
Quanzhou	China	24.91	118.58	1955	240001.736513
Shanghai	China	31.24	121.47	1955	6300001.55452
Shangqiu	China	34.41	115.63	1955	70001.7424921
Shantou	China	23.36	116.7	1955	370001.935036
Shaoxing	China	30.0	120.58	1955	80001.0564172
Shenyang	China	41.8	123.38	1955	2450001.86636
Shenzhen	China	22.55	114.1	1955	190001.04952
Shijiazhuang	China	38.07	114.55	1955	400001.589209
Suining, Sichuan	China	30.51	105.56	1955	810001.289191
Suzhou, Anhui	China	33.61	117.0	1955	70001.729166
Suzhou, Jiangsu	China	31.3	120.6	1955	490001.044498
Taian, Shandong	China	36.16	117.11	1955	890001.57963
Taichung	China	24.14	120.67	1955	240001.553173
Tainan	China	23.01	120.2	1955	350001.882411
Taipei	China	25.03	121.5	1955	760001.766482
Taiyuan, Shanxi	China	37.89	112.55	1955	790001.099724
Tangshan, Hebei	China	39.61	118.18	1955	730001.610449
Tianjin	China	39.12	117.18	1955	2930001.54686
Tianmen	China	30.41	112.85	1955	1120001.04736
Tianshui	China	34.58	105.73	1955	210001.796216
Tongliao	China	43.61	122.26	1955	130001.211737
Ürümqi (Wulumqi)	China	43.78	87.58	1955	310001.907017
Weifang	China	36.71	119.1	1955	220001.947523
Wenzhou	China	27.99	120.65	1955	280001.23495
Wuhan	China	30.57	114.27	1955	1510001.06783
Wuhu, Anhui	China	31.33	118.35	1955	240001.385331
Wuxi, Jiangsu	China	33.0	120.0	1955	590001.94584
Xiamen	China	24.46	118.07	1955	240001.856063
Xi'an, Shaanxi	China	34.26	108.9	1955	840001.793542
Xiangfan, Hubei	China	30.4	114.88	1955	120001.497327
Xiantao	China	30.38	113.4	1955	1040001.77286
Xianyang, Shaanxi	China	34.35	108.71	1955	130001.239001
Xingyi, Guizhou	China	24.53	104.31	1955	310001.552137
Xining	China	36.64	101.76	1955	290001.628174
Xinxiang	China	35.3	113.86	1955	270001.725203
Xinyang	China	32.13	114.05	1955	110001.228082
Xinyu	China	27.79	114.92	1955	260001.698709
Xuanzhou	China	27.09	112.71	1955	610001.538817
Xuzhou	China	34.26	117.16	1955	400001.356647
Yancheng, Jiangsu	China	33.38	120.11	1955	170001.297559
Yantai	China	37.45	121.44	1955	210001.825331
Yibin	China	28.76	104.61	1955	100001.044904
Yichang	China	30.7	111.28	1955	130001.810172
Yichun, Heilongjiang	China	47.73	128.9	1955	590001.589351
Yichun, Jiangxi	China	27.8	114.38	1955	380001.917349
Yinchuan	China	38.46	106.26	1955	120001.602106
Yingkou	China	40.66	122.23	1955	150001.602778
Yiyang, Hunan	China	28.58	112.33	1955	450001.815552
Yongzhou	China	26.21	111.61	1955	850001.286463
Yuci	China	37.68	112.73	1955	100001.196963
Yueyang	China	29.36	113.1	1955	710001.370484
Yulin, Guangxi	China	22.63	110.15	1955	230001.754567
Zaozhuang	China	34.86	117.55	1955	360001.045439
Zhangjiakou	China	40.81	114.88	1955	340001.898478
Zhanjiang	China	21.2	110.4	1955	460001.456358
Zhaotong	China	27.31	103.71	1955	160001.893646
Zhengzhou	China	34.75	113.64	1955	650001.438253
Zhenjiang, Jiangsu	China	32.2	119.41	1955	110001.478894
Zhuhai	China	22.27	113.56	1955	50001.0213768
Zhuzhou	China	27.85	113.13	1955	150001.54178
Zibo	China	36.78	118.05	1955	1550001.73819
Zigong	China	29.4	104.78	1955	600001.873033
Zunyi	China	27.68	106.9	1955	220001.863951
Barranquilla	Colombia	10.98	-74.8	1955	370001.319275
Bogotá	Colombia	4.63	-74.08	1955	890001.108833
Bucaramanga	Colombia	7.11	-73.11	1955	140001.886342
Cali	Colombia	3.45	-76.52	1955	330001.197667
Cartagena	Colombia	10.41	-75.53	1955	140001.104583
Medellín	Colombia	6.24	-75.59	1955	520001.040365
Brazzaville	Congo	-4.28	15.28	1955	90001.6849913
Kananga	Democratic Republic of the Congo	-5.89	22.4	1955	50001.4255449
Kinshasa	Democratic Republic of the Congo	-4.32	15.29	1955	290001.994284
Lubumbashi	Democratic Republic of the Congo	-11.68	27.54	1955	140001.518092
Mbuji-Mayi	Democratic Republic of the Congo	-6.14	23.66	1955	100001.573426
San José	Costa Rica	9.93	-84.07	1955	180001.397057
La Habana	Cuba	23.04	-82.41	1955	1290001.88124
Praha	Czech Republic	50.1	14.45	1955	970001.756862
Cotonou	Benin	6.35	2.43	1955	30001.7461773
København	Denmark	55.71	12.54	1955	1230001.17505
Santo Domingo	Dominican Republic	18.48	-69.89	1955	310001.908555
Guayaquil	Ecuador	-2.2	-79.9	1955	340001.518946
Quito	Ecuador	-0.22	-78.52	1955	260001.585835
San Salvador	El Salvador	13.7	-89.2	1955	250001.538996
Addis Ababa	Ethiopia	9.02	38.7	1955	450001.361747
Huambo	Angola	-12.76	15.73	1955	20001.2294373
Luanda	Angola	-8.81	13.23	1955	170001.980073
Helsinki	Finland	60.19	24.97	1955	400001.938241
Bordeaux	France	44.84	-0.59	1955	450001.331143
Lille	France	50.63	3.06	1955	770001.467215
Lyon	France	45.74	4.85	1955	770001.463655
Marseille-Aix-en-Provence	France	43.28	5.38	1955	800001.463265
Nice-Cannes	France	43.55	7.01	1955	430001.579298
Paris	France	48.88	2.43	1955	6800001.33782
Toulouse	France	43.59	1.43	1955	280001.571386
Tbilisi	Georgia	41.72	44.78	1955	660001.683213
Berlin	Germany	52.51	13.32	1955	3300001.48682
Hamburg	Germany	53.57	10.02	1955	1700001.22415
Köln	Germany	50.94	6.93	1955	680001.66162
München	Germany	48.14	11.54	1955	940001.299238
Accra	Ghana	5.55	-0.2	1955	260001.197594
Kumasi	Ghana	6.68	-1.62	1955	150001.924468
Athínai	Greece	37.94	23.65	1955	1560001.97647
Thessaloniki	Greece	40.62	22.79	1955	330001.251867
Baku	Azerbaijan	40.32	49.81	1955	940001.907377
Buenos Aires	Argentina	-34.62	-58.44	1955	5800001.98726
Córdoba	Argentina	-31.31	-64.17	1955	510001.532519
Mendoza	Argentina	-32.89	-68.83	1955	280001.829555
Rosario	Argentina	-32.93	-60.66	1955	610001.715324
San Miguel de Tucumán	Argentina	-26.82	-65.21	1955	260001.791722
Ciudad de Guatemala (Guatemala City)	Guatemala	14.61	-90.52	1955	370001.147072
Conakry	Guinea	9.54	-13.67	1955	60001.1699858
Port-au-Prince	Haiti	18.52	-72.34	1955	180001.503515
Tegucigalpa	Honduras	14.09	-87.2	1955	100001.241176
Hong Kong	China, Hong Kong Special Administrative Region	22.27	114.17	1955	2120001.0316
Budapest	Hungary	47.51	19.09	1955	1710001.64336
Agra	India	27.18	78.02	1955	430001.540797
Ahmadabad	India	23.03	72.56	1955	1010001.1755
Aligarh	India	27.88	78.08	1955	160001.393645
Allahabad	India	25.45	81.85	1955	370001.884207
Amritsar	India	31.63	74.87	1955	360001.097545
Asansol	India	23.68	86.98	1955	120001.667778
Aurangabad	India	19.78	75.29	1955	80001.6088446
Bangalore	India	12.97	77.58	1955	940001.049282
Bareilly	India	28.55	80.12	1955	230001.060125
Bhiwandi	India	19.29	73.06	1955	30001.3475006
Bhopal	India	23.22	77.41	1955	140001.770761
Bhubaneswar	India	20.26	85.83	1955	20001.8547293
Chandigarh	India	30.73	76.78	1955	60001.4306875
Chennai	India	13.06	80.24	1955	1700001.37284
Coimbatore	India	11.01	76.97	1955	350001.118173
Delhi	India	28.66	77.21	1955	1780001.17087
Dhanbad	India	23.8	86.45	1955	110001.268051
Durg-Bhilainagar	India	21.22	81.43	1955	50001.1819148
Faridabad	India	28.42	77.3	1955	30001.0844215
Ghaziabad	India	28.67	77.42	1955	50001.1457815
Guwahati	India	26.17	91.77	1955	70001.6819291
Gwalior	India	26.14	78.1	1955	270001.19329
Hubli-Dharwad	India	15.36	75.08	1955	220001.448916
Hyderabad	India	17.39	78.48	1955	1180001.33618
Indore	India	22.42	75.54	1955	340001.973842
Jabalpur	India	23.15	79.97	1955	300001.75007
Jaipur	India	26.9	75.8	1955	350001.771361
Jalandhar	India	31.32	75.57	1955	190001.994793
Jammu	India	33.45	76.24	1955	90001.718369
Jamshedpur	India	22.8	86.18	1955	260001.415172
Jodhpur	India	26.28	73.02	1955	200001.385071
Kanpur	India	26.45	80.31	1955	810001.93162
Kochi	India	9.97	76.27	1955	210001.700519
Kolkata	India	22.54	88.33	1955	5060001.83253
Kota	India	25.18	75.83	1955	80001.8078025
Kozhikode	India	26.28	75.77	1955	180001.79439
Lucknow	India	26.84	80.91	1955	560001.966408
Ludhiana	India	30.91	75.85	1955	190001.720562
Madurai	India	9.91	78.12	1955	420001.705929
Meerut	India	28.99	77.7	1955	250001.869057
Moradabad	India	28.83	78.78	1955	170001.935673
Mumbai	India	19.07	72.82	1955	3430001.14303
Mysore	India	12.3	76.65	1955	250001.545532
Nagpur	India	21.15	79.08	1955	560001.083921
Nashik	India	20.02	73.5	1955	180001.930464
Patna	India	25.61	85.13	1955	320001.397012
Pune	India	18.53	73.85	1955	680001.832218
Raipur	India	21.23	81.63	1955	110001.109432
Rajkot	India	22.3	70.78	1955	160001.264623
Ranchi	India	23.35	85.33	1955	120001.778388
Salem	India	11.65	78.16	1955	230001.456584
Solapur	India	17.68	75.92	1955	300001.54564
Srinagar	India	34.08	74.8	1955	270001.814192
Surat	India	21.16	72.83	1955	270001.880261
Thiruvananthapuram	India	8.48	76.95	1955	210001.881988
Tiruchirappalli	India	10.81	78.69	1955	310001.650054
Vadodara	India	22.3	73.2	1955	250001.423491
Varanasi	India	25.28	82.95	1955	410001.512994
Vijayawada	India	16.51	80.61	1955	190001.553696
Visakhapatnam	India	17.74	83.33	1955	140001.097047
Adelaide	Australia	-34.81	138.52	1955	500001.887681
Brisbane	Australia	-27.45	153.02	1955	520001.596322
Melbourne	Australia	-37.85	145.07	1955	1570001.06636
Perth	Australia	-31.95	115.85	1955	360001.630763
Sydney	Australia	-33.88	151.02	1955	1910001.52171
Bandar Lampung	Indonesia	-5.45	105.26	1955	40001.7534464
Bandung	Indonesia	-6.91	107.6	1955	680001.44571
Bogor	Indonesia	-6.6	106.8	1955	130001.548239
Jakarta	Indonesia	-6.16	106.8	1955	1970001.10502
Malang	Indonesia	-7.98	112.62	1955	260001.991665
Medan	Indonesia	3.58	98.67	1955	360001.504078
Padang	Indonesia	-0.95	100.35	1955	120001.705995
Palembang	Indonesia	-2.99	104.75	1955	350001.192023
Pekan Baru	Indonesia	0.53	101.45	1955	50001.2519599
Semarang	Indonesia	-6.97	110.42	1955	420001.234377
Surabaya	Indonesia	-7.39	112.68	1955	810001.82047
Ujung Pandang	Indonesia	-5.13	119.41	1955	280001.628603
Ahvaz	Iran (Islamic Republic of)	31.31	48.68	1955	110001.781442
Esfahan	Iran (Islamic Republic of)	32.65	51.67	1955	240001.004716
Karaj	Iran (Islamic Republic of)	35.81	50.96	1955	10001.4380589
Kermanshah	Iran (Islamic Republic of)	34.3	47.05	1955	120001.955748
Mashhad	Iran (Islamic Republic of)	36.28	59.59	1955	220001.485264
Qom	Iran (Islamic Republic of)	34.65	50.88	1955	90001.2072325
